ITL,ITL code,Region name,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
ITL3,TLM73,East Lothian and Midlothian,"168,480","169,740","171,020","171,130","171,940","171,920","172,400","172,780","173,840","175,940","179,030","180,240","181,500","183,370","185,100","186,100","188,310","190,440","192,700","194,930","197,130","199,550","201,050","204,260","203,060"
ITL3,TLM75,City of Edinburgh,"446,240","447,190","448,430","449,020","447,500","445,300","445,870","449,470","452,040","456,040","458,520","463,230","469,930","477,940","482,630","487,460","492,610","498,810","507,170","513,210","518,500","524,930","527,620","526,470","523,376"
ITL3,TLM76,Falkirk,"143,880","144,570","144,650","145,270","145,920","146,800","148,300","150,130","151,090","152,320","153,290","154,210","155,130","156,250","156,800","157,160","157,690","158,460","159,380","160,130","160,340","160,890","160,560","160,700","159,756"
ITL3,TLM77,"Perth and Kinross, and Stirling","219,260","220,650","221,130","221,150","221,760","223,050","223,820","225,570","227,470","229,570","231,670","233,060","235,150","237,180","238,750","239,000","240,450","242,760","244,430","245,100","245,620","246,160","245,990","247,280","245,827"
ITL3,TLM78,West Lothian,"153,200","154,760","157,050","159,030","160,370","161,690","163,540","165,010","167,110","169,470","171,390","173,040","174,090","175,300","176,010","176,160","177,200","178,550","180,130","181,310","182,140","183,100","183,820","185,580","184,490"
ITL2,TLM8,West Central Scotland,"1,490,131","1,483,959","1,475,808","1,475,692","1,473,293","1,467,859","1,464,382","1,464,568","1,464,821","1,470,302","1,476,657","1,483,808","1,489,925","1,499,624","1,500,121","1,501,845","1,506,786","1,514,084","1,527,181","1,535,234","1,541,026","1,550,311","1,552,095","1,552,274",[u]
ITL3,TLM81,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","231,431","230,639","230,018","229,392","228,363","227,159","225,472","224,188","224,281","223,562","222,667","222,358","221,525","222,114","221,131","221,785","222,616","222,484","223,821","223,904","223,326","223,391","222,805","222,524",[u]
ITL3,TLM82,Glasgow City,"587,050","582,950","577,020","578,710","576,450","572,270","569,560","569,250","568,460","571,760","576,200","581,620","586,500","593,060","595,070","596,520","599,640","606,340","615,070","621,020","626,410","633,120","635,640","635,130","631,398"
ITL3,TLM83,"Inverclyde, East Renfrewshire, and Renfrewshire","349,470","348,210","347,380","346,410","345,960","344,730","343,950","343,990","343,340","343,820","344,510","344,670","345,620","346,730","346,030","345,760","346,530","347,000","348,900","350,350","351,110","352,430","352,510","353,220","351,144"
ITL3,TLM84,North Lanarkshire,"322,180","322,160","321,390","321,180","322,520","323,700","325,400","327,140","328,740","331,160","333,280","335,160","336,280","337,720","337,890","337,780","338,000","338,260","339,390","339,960","340,180","341,370","341,140","341,400","339,394"
ITL2,TLM9,Southern Scotland,"923,533","920,759","918,379","918,868","918,938","920,836","925,776","929,164","931,870","937,242","941,381","943,131","944,732","946,868","946,094","945,234","944,457","944,592","945,850","946,912","946,849","948,428","946,569","950,207",[u]
ITL3,TLM91,Scottish Borders,"106,040","105,810","106,250","106,950","107,530","108,390","109,450","110,250","110,860","112,200","113,360","113,590","113,700","113,880","113,720","113,880","114,040","114,030","114,530","115,020","115,270","115,510","115,240","116,020","115,338"
ITL3,TLM92,Dumfries and Galloway,"148,740","148,230","147,540","147,780","147,670","147,860","148,700","149,620","149,770","150,370","151,010","151,160","151,100","151,410","150,840","150,280","149,960","149,670","149,520","149,200","148,790","148,860","148,290","148,790","147,916"
ITL3,TLM93,East Ayrshire and North Ayrshire mainland,"252,103","251,289","250,029","249,638","249,278","249,556","250,126","250,414","250,690","251,922","253,091","253,711","254,152","254,698","254,284","253,394","252,627","252,262","252,230","251,842","251,219","250,918","250,079","250,317",[u]
ITL3,TLM94,South Ayrshire,"113,320","112,850","112,290","112,160","111,690","111,550","111,840","112,030","112,100","112,380","112,610","112,490","112,600","112,980","112,920","112,870","112,530","112,400","112,470","112,680","112,550","112,610","112,140","112,450","111,789"
ITL3,TLM95,South Lanarkshire,"303,330","302,580","302,270","302,340","302,770","303,480","305,660","306,850","308,450","310,370","311,310","312,180","313,180","313,900","314,330","314,810","315,300","316,230","317,100","318,170","319,020","320,530","320,820","322,630","320,734"
ITL1,TLN,Northern Ireland,"1,677,769","1,679,006","1,682,944","1,688,838","1,697,534","1,704,924","1,714,042","1,727,733","1,743,113","1,761,683","1,779,152","1,793,333","1,804,833","1,814,318","1,824,603","1,831,677","1,843,186","1,854,943","1,866,042","1,875,178","1,886,259","1,898,519","1,900,523","1,904,564","1,910,543"
ITL2,TLN0,Northern Ireland,"1,677,769","1,679,006","1,682,944","1,688,838","1,697,534","1,704,924","1,714,042","1,727,733","1,743,113","1,761,683","1,779,152","1,793,333","1,804,833","1,814,318","1,824,603","1,831,677","1,843,186","1,854,943","1,866,042","1,875,178","1,886,259","1,898,519","1,900,523","1,904,564","1,910,543"
ITL3,TLN06,Belfast,"338,032","334,408","332,139","328,695","328,471","327,176","326,268","325,483","325,985","327,383","330,052","331,763","333,489","333,895","334,322","335,881","337,872","340,194","341,111","341,915","343,690","345,391","344,994","344,992","348,005"
ITL3,TLN07,"Armagh City, Banbridge and Craigavon","171,085","171,114","173,114","176,014","177,357","178,954","180,828","183,933","187,196","190,505","193,603","196,203","198,202","200,298","202,560","204,072","206,141","208,339","210,924","212,635","214,887","217,069","218,162","219,127","220,271"
ITL3,TLN08,"Newry, Mourne and Down","149,689","151,426","151,343","153,726","154,984","156,395","158,460","160,453","162,723","165,634","168,019","169,652","171,119","172,276","173,754","174,951","175,557","176,559","178,017","179,199","180,205","181,528","181,683","182,345","182,634"
ITL3,TLN09,Ards and North Down,"146,502","147,223","148,370","149,559","150,198","150,424","150,912","152,233","153,488","154,406","155,014","156,058","156,518","156,943","157,794","157,956","158,376","159,362","160,299","160,931","161,816","162,807","163,206","163,827","164,223"
ITL3,TLN0A,Derry City and Strabane,"142,955","144,039","144,438","143,810","144,280","144,629","145,041","145,447","145,855","146,742","147,496","148,053","148,148","148,191","148,666","148,721","149,307","149,589","150,259","150,589","150,712","151,236","150,831","150,834","150,836"
ITL3,TLN0B,Mid Ulster,"117,018","117,496","117,892","119,112","120,214","121,324","122,645","124,885","127,662","131,088","133,595","135,408","137,221","139,011","140,466","141,551","143,217","144,404","145,874","147,002","148,028","149,230","149,747","150,598","151,001"
ITL3,TLN0C,Causeway Coast and Glens,"129,269","129,486","130,248","131,374","132,827","134,152","135,209","136,340","137,438","138,375","139,004","139,616","140,107","140,907","141,147","141,100","141,453","142,052","142,158","142,296","142,404","142,776","142,507","141,664","141,316"
ITL3,TLN0D,Antrim and Newtownabbey,"128,040","128,388","128,800","128,760","129,502","130,356","131,067","132,350","133,216","134,756","136,122","137,422","138,044","138,651","139,397","140,042","140,682","141,364","142,138","142,996","143,952","145,152","145,563","145,852","146,148"
ITL3,TLN0E,Lisburn and Castlereagh,"124,733","124,346","124,560","124,585","124,757","125,001","125,764","127,043","128,185","129,179","130,584","132,386","133,909","135,280","136,498","137,201","139,186","140,938","142,088","143,737","145,644","147,467","148,102","149,272","149,915"
ITL3,TLN0F,Mid and East Antrim,"125,798","126,135","126,956","127,452","128,281","129,181","129,925","130,980","132,021","133,270","134,169","134,774","135,157","135,365","135,837","135,983","136,610","137,085","137,718","138,019","138,592","139,066","139,134","139,127","139,200"
ITL3,TLN0G,Fermanagh and Omagh,"104,648","104,945","105,084","105,751","106,663","107,332","107,923","108,586","109,344","110,345","111,494","111,998","112,919","113,501","114,162","114,219","114,785","115,057","115,456","115,859","116,329","116,797","116,594","116,926","116,994"
Other,TLZ,Extra-Regio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UK,UKX,United Kingdom less Extra-Regio,"58,474,943","58,684,427","58,886,065","59,113,016","59,365,677","59,636,662","59,950,364","60,413,276","60,826,967","61,319,075","61,823,772","62,260,486","62,759,456","63,285,145","63,715,943","64,149,121","64,634,893","65,109,358","65,636,941","66,000,892","66,332,727","66,679,607","66,796,967","67,044,988","67,596,279"
